SERIAL,REF,QUESTNNR,MODE,STARTED,AK01_01,AK01_02,AK01_03,AK01_04,AK01_05,AK01_06,AK01_07,AK01_08,AK01_09,AK02_01,AK03,AK04,AK04_07,AK04_01,AK04_02,AK04_03,AK04_04,AK04_05,AK04_06,AK05_01,AS01,AS02_01,AS03_16,AS03_16a,AS05,AS05_17,BF_Gew1,BF_Ext1,BF_Ver1,BF_Off1,BF_Neu1,BF_Ext2,BF_Ver2,BF_Gew2,BF_Ext3,BF_Off2,BF_Neu2,BF_Gew3,BF_Ver3,BF_Off3,BF_Neu3,BF03,BF04,BF05,BG02,EE01_01,EE01_02,EE01_03,EE02_01,EE02_02,EW01_01,EW01_02,EW01_03,EW01_04,EW01_05,EW01_06,EW01_07,EW01_08,EW01_09,EW01_10,HV01_01,HV01_02,HV01_03,HV01_04,HV02_01,LM01_01,LM01_02,LM01_03,LM01_04,LM01_05,LM01_07,LM01_08,LM02,LM02x01,LM02x02,LM02x03,LM02x04,LM02x05,LM02x06,LM02x07,LM02x08,LM02x09,LM02x10,NC01_01,NC01_02,NC01_03,NC01_04,PC01_01,PC01_02,PC01_03,PC01_04,PC01_05,PC01_06,PC01_07,PC01_08,PC01_09,SD01,SD02_01,SD04_01,SELLMO_01,SELLMO_02,SELLMO_03,SELLMO_04,SELLMO_05,SELLMO_06,SELLMO_07,SELLMO_08,SELLMO_09,SELLMO_10,SELLMO_11,SELLMO_12,SELLMO_13,SELLMO_14,SELLMO_15,SELLMO_16,SELLMO_17,SELLMO_18,SELLMO_19,SELLMO_20,SELLMO_21,SELLMO_22,SELLMO_23,SELLMO_24,SELLMO_25,SELLMO_26,SELLMO_27,SELLMO_28,SELLMO_29,SELLMO_30,SELLMO_31,ST01,ST01_11,ST02_01,ST03,ST04,ST05,ST05_01,ST05_02,ST05_03,ST05_04,ST05_04a,ST05_05,ST05_05a,ST07_01,UA02_01,UA02_02,UA02_03,UA02_04,UA02_05,UA02_06,UA02_07,WL01_01,WL03_01,ZG01_CP,ZG01,ZG03_01,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,PID,n_NA,min_n_NA_perPerson,rows_to_keep,informed_consent
NA,796,Fragebogen6,interview,2022-10-19T15:23:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.3,13,FALSE,NA,NA,3,5,5,5,2,2,6,2,4,5,5,3,5,5,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,1,4,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,4,4,4,4,3,4,3,2,3,weiblich,21,"ganz ohne sich zu vergleichen ist es schwierig, aber es ist nicht mein Ziel, besser zu sein als meine Mitstudenten",4,2,4,2,4,4,1,5,2,4,3,4,2,2,3,5,4,3,4,3,4,4,1,4,3,5,4,4,2,3,5,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,4,FALSE,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,292,SMAY7AFEPALF2DPA,6,NA,19,81,74,80,34,93,75,8,70,94,42,676,NA,2022-10-19T15:34:34Z,TRUE,FALSE,13,13,796,69,69,TRUE,TRUE
NA,797,Fragebogen6,interview,2022-10-19T15:20:21Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fachgebundene Hochschulreife,1.3,13,FALSE,NA,NA,5,4,6,3,6,4,6,3,4,4,6,5,5,5,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,4,3,2,3,3,2,2,2,2,3,weiblich,20,NA,3,4,4,4,4,4,3,3,4,3,3,4,2,3,3,4,2,4,3,4,4,4,3,3,4,5,3,4,2,3,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,137,CYTALFUBY3NWQE3G,5,NA,13,42,113,64,113,81,65,6,116,72,NA,690,NA,2022-10-19T15:31:51Z,FALSE,FALSE,12,12,797,72,72,TRUE,TRUE
NA,798,Fragebogen6,interview,2022-10-19T15:20:57Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.5,5,FALSE,NA,NA,4,6,3,4,6,4,2,5,2,1,6,4,2,5,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,4,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,2,2,2,2,2,2,2,weiblich,20,NA,4,3,4,4,4,4,2,1,1,3,4,2,2,4,2,5,1,2,4,4,4,3,2,3,2,2,2,4,2,3,2,Bachelor Europalehramt Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,8,FALSE,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,136,CXW8SXTKWQ6HBNW7,3,NA,7,48,48,79,38,116,50,10,127,31,153,574,NA,2022-10-19T15:32:47Z,TRUE,FALSE,13,13,798,70,70,TRUE,TRUE
NA,799,Fragebogen6,interview,2022-10-19T15:20:32Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.9,1,FALSE,NA,NA,6,7,5,7,2,6,6,3,5,7,4,2,7,7,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,4,3,1,2,1,1,Spazieren gehen und laut vorlesen ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,4,4,4,4,4,4,4,2,4,weiblich,21,"Es sollte besser definiert werden, als was man unter Semesterwochenstunden versteht (Vorlesungen, echt Zeitangabe, Tutorium, etc.)
Vielen Dank!",5,3,1,1,5,4,2,4,2,4,1,5,3,1,1,5,1,4,1,5,4,4,1,4,3,4,1,5,1,2,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,3,TRUE,TRUE,FALSE,TRUE,1,FALSE,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,391,Z6PK9KSV7CMTGWM3,53,NA,29,87,58,79,40,84,83,6,108,216,25,820,NA,2022-10-19T15:35:00Z,TRUE,FALSE,13,13,799,68,68,TRUE,TRUE
NA,800,Fragebogen6,interview,2022-10-19T15:20:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.2,NA,TRUE,NA,NA,7,4,7,3,7,1,7,4,4,3,7,5,7,3,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,2,1,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,4,3,2,3,2,3,2,2,3,2,weiblich,20,NA,3,3,3,1,5,4,1,2,2,3,3,3,3,3,3,5,3,3,3,4,4,5,1,4,3,3,1,5,1,3,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,221,MFV9QU54TLGDDBZY,6,NA,73,82,147,65,31,81,86,10,290,64,93,962,NA,2022-10-19T15:37:37Z,TRUE,FALSE,13,13,800,71,71,TRUE,TRUE
NA,801,Fragebogen6,interview,2022-10-19T15:26:18Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.3,7,FALSE,NA,NA,3,6,7,3,3,4,6,2,5,4,5,3,6,5,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,2,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,4,2,3,3,3,3,3,2,2,2,männlich,25,NA,2,3,2,2,4,2,2,2,2,2,2,3,2,2,2,3,2,2,3,3,3,2,3,2,2,3,3,2,2,3,4,Bachelor Primarstufe,NA,8,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,FALSE,FALSE,FALSE,FALSE,NA,TRUE, mit Handball spielen,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,219,MAB9NLQ2MQZ3YH1L,2,NA,2,28,48,53,22,43,56,7,123,44,30,458,NA,2022-10-19T15:33:56Z,TRUE,FALSE,13,13,801,70,70,TRUE,TRUE
NA,803,Fragebogen6,interview,2022-10-19T15:20:55Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.4,7,FALSE,NA,NA,5,5,6,5,5,3,6,3,6,6,4,4,7,6,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,4,4,3,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,3,2,3,2,3,3,2,2,3,weiblich,20,NA,5,2,2,3,5,3,1,5,3,2,2,5,1,3,2,5,2,3,2,5,2,3,1,5,1,3,2,5,1,3,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,7,FALSE,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,128,C5BM1Y1SLVXAQ73K,8,NA,4,38,67,62,30,60,71,6,74,28,16,464,NA,2022-10-19T15:28:39Z,TRUE,FALSE,13,13,803,70,70,TRUE,TRUE
NA,804,Fragebogen6,interview,2022-10-19T15:20:17Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.3,13,FALSE,NA,NA,6,3,5,2,7,2,6,3,4,7,7,6,6,6,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,1,2,3,1,Erklärvideos anschauen,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,2,7,4,3,4,2,3,3,3,4,4,weiblich,19,Manche fragen ähnelten sich ,3,4,5,5,5,5,3,4,4,5,4,5,5,5,4,5,5,5,4,5,4,5,4,3,4,5,3,3,4,3,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,338,W2ELTBBC938Y35SE,7,NA,14,82,55,78,26,56,69,18,108,82,12,607,NA,2022-10-19T15:30:24Z,TRUE,FALSE,13,13,804,69,69,TRUE,TRUE
NA,805,Fragebogen6,interview,2022-10-19T15:20:22Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.9,11,FALSE,NA,NA,6,4,4,4,3,3,7,6,4,5,5,6,7,4,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,2,3,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,3,4,2,2,2,1,2,3,2,2,2,weiblich,21,NA,4,2,2,1,5,2,2,4,1,2,2,5,1,1,1,5,2,2,3,4,4,2,1,3,3,2,2,5,1,1,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,206,LBPUEGX5BLT6CWMP,3,NA,12,40,78,64,39,87,80,8,145,49,14,619,NA,2022-10-19T15:30:41Z,TRUE,FALSE,13,13,805,70,70,TRUE,TRUE
NA,806,Fragebogen6,interview,2022-10-19T15:20:34Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.6,11,FALSE,NA,NA,4,5,7,5,6,3,6,3,4,5,4,4,6,7,3,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,1,2,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,4,4,3,4,3,2,3,3,2,männlich,20,"Bitte erklären Sie, was genau die SWS sind.",4,4,2,1,4,2,1,4,2,1,1,5,3,2,2,4,2,1,1,4,2,4,3,4,4,2,3,4,1,2,3,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,79,7ZXNG1D8ZQDXASKB,6,NA,5,35,30,36,17,33,30,5,115,48,41,401,NA,2022-10-19T15:27:15Z,TRUE,FALSE,13,13,806,70,70,TRUE,TRUE
NA,807,Fragebogen6,interview,2022-10-19T15:20:54Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.8,10,FALSE,NA,NA,6,5,7,6,3,3,7,4,4,5,2,5,7,7,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,3,1,2,2,1,Abfragen lassen durch Freunde/Familie,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,1,4,3,3,3,3,3,4,3,4,weiblich,25,NA,4,4,1,1,5,1,3,3,1,1,1,4,2,1,3,5,1,1,3,5,4,1,1,4,1,1,3,4,1,1,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,181,HL4AKWE82EGMNYY4,9,NA,10,102,61,67,30,78,61,8,239,51,26,742,NA,2022-10-19T15:33:16Z,TRUE,FALSE,13,13,807,69,69,TRUE,TRUE
NA,808,Fragebogen6,interview,2022-10-19T15:22:06Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.7,5,FALSE,NA,NA,6,6,4,5,3,5,5,5,5,5,2,5,7,6,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,3,3,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,2,4,3,3,3,3,3,2,3,2,2,männlich,21,NA,4,3,1,2,4,2,1,4,2,3,1,4,2,2,2,5,1,3,2,4,4,2,3,4,3,3,2,4,2,2,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,3,FALSE,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,209,LKRDSHBCLU25VXAP,8,NA,5,40,75,96,54,105,79,8,62,29,17,578,NA,2022-10-19T15:31:44Z,TRUE,FALSE,13,13,808,70,70,TRUE,TRUE
NA,809,Fragebogen6,interview,2022-10-19T15:20:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.1,NA,TRUE,NA,NA,5,4,6,5,7,1,4,5,5,3,5,5,6,7,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,3,3,2,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,5,2,2,1,1,2,3,2,2,2,weiblich,20,NA,4,3,1,2,4,3,2,4,3,2,3,4,2,2,1,5,1,2,1,5,5,4,1,5,5,4,3,5,2,4,2,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,1,TRUE,FALSE,FALSE,FALSE,NA,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,308,U8RLLGWBPMFDBW4F,4,NA,5,71,41,67,43,52,59,7,98,58,8,513,NA,2022-10-19T15:29:31Z,TRUE,FALSE,13,13,809,72,72,TRUE,TRUE
NA,810,Fragebogen6,interview,2022-10-19T15:20:53Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.7,7,FALSE,NA,NA,6,7,4,5,7,3,7,5,6,4,6,6,7,7,2,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,3,3,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,2,2,2,2,3,2,3,2,weiblich,20,NA,4,3,1,1,4,1,1,4,3,1,1,5,1,1,1,5,1,1,1,5,4,1,1,5,4,1,2,4,1,1,1,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,188,K24L3ABF7NGZCN13,13,NA,8,33,77,50,26,113,48,9,178,37,NA,592,NA,2022-10-19T15:30:45Z,FALSE,FALSE,12,12,810,71,71,TRUE,TRUE
NA,811,Fragebogen6,interview,2022-10-19T15:20:58Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.0,8,FALSE,NA,NA,5,4,5,5,7,2,4,3,5,7,6,4,7,7,6,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,2,1,1,Familienmitgliedern oder Freunden die Sachverhalte erkären oder sich abfragen lassen,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,4,4,4,4,4,3,3,4,3,weiblich,19,NA,4,3,3,3,4,2,3,4,2,2,3,3,3,4,4,4,4,5,3,4,3,4,4,3,3,4,4,4,1,4,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,3,TRUE,TRUE,FALSE,TRUE,1,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,164,G1CXKXZ2ZTCSNZKM,7,NA,7,89,31,59,112,187,68,8,50,28,NA,646,NA,2022-10-19T15:31:44Z,FALSE,FALSE,12,12,811,70,70,TRUE,TRUE
NA,812,Fragebogen6,interview,2022-10-19T15:21:19Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,2.0,13,FALSE,NA,NA,4,7,6,5,5,5,6,4,6,5,4,6,6,7,4,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,4,1,4,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,4,2,3,3,3,3,3,3,3,3,2,weiblich,20,NA,4,4,2,3,4,1,1,4,3,2,2,4,1,3,2,5,2,2,3,4,4,1,2,3,4,1,2,4,3,2,2,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",sehr unterdurchschnittlich,1,FALSE,TRUE,FALSE,FALSE,NA,FALSE,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,262,QL4WAB5H8R2HH9B5,2,NA,6,72,68,182,43,100,82,7,89,112,13,776,NA,2022-10-19T15:34:15Z,TRUE,FALSE,13,13,812,71,71,TRUE,TRUE
NA,813,Fragebogen6,interview,2022-10-19T15:20:52Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,3.0,6,FALSE,NA,NA,5,7,2,4,2,7,6,2,6,2,2,4,4,4,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,4,1,1,3,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,3,4,4,3,3,4,3,4,4,männlich,27,"Bei der Frage, wie ich meine Kenntnisse über qualitative und quantitative Forschungsmethoden im Vergleich zu den anderen einschätze, fehlte mir die Antwortmöglichkeit ""gleich"" öä.",4,3,3,2,5,2,2,3,4,1,2,4,4,2,3,5,4,2,3,4,4,1,3,4,4,2,4,5,3,2,4,Bachelor Sekundarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas überdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,15,FALSE,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,85,8DZY86AW5BUNHVB9,5,NA,20,68,164,74,36,79,69,12,103,142,31,803,NA,2022-10-19T15:34:15Z,TRUE,FALSE,13,13,813,69,69,TRUE,TRUE
NA,815,Fragebogen6,interview,2022-10-19T15:26:29Z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Allgemeine Hochschulreife,1.3,10,FALSE,NA,NA,6,6,6,4,5,4,6,2,6,6,5,5,7,5,5,NA,NA,NA,"Ja. Ich bin damit einverstanden, dass meine anonymisierten Antworten und Moodle-Nutzungsdaten unter den beschriebenen Bedingungen für wissenschaftliche Zwecke verwendet werden.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,1,2,4,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,4,4,4,4,3,4,3,3,3,weiblich,20,NA,4,4,4,3,5,4,2,4,3,3,3,4,3,3,3,5,2,2,3,4,3,4,2,4,4,4,3,5,2,2,3,Bachelor Primarstufe,NA,3,"Nein, ich schreibe die Klausur in diesem Semester zum ersten Mal.",etwas unterdurchschnittlich,2,TRUE,FALSE,FALSE,TRUE,5,FALSE,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,157,F9RW7PHDDRG96NF7,5,NA,6,51,59,109,32,89,102,10,200,66,87,816,NA,2022-10-19T15:40:05Z,TRUE,FALSE,13,13,815,70,70,TRUE,TRUE
